Row.ID,Date,TIME.POINT,Luna.Num,Luna.Letter,Luna_grouping,TRT,FOCAL,FOCAL_col,FOCAL_ID,USE,FOCAL_HT_mm,Focal_BD,Focal_FL,Focal_FR,FOCAL_REP_EFFORT,FOCAL_Biomass_g,NEIGH,NEIGH_CT,AVG_NEIGH_HT_mm,TALLEST_IN_30cm_mm,Per_Litt,Per_Bare,Per_Plant,Neigh_per_BD,Neigh_per_FL,Neigh_per_FR,ALIVE_Y.N,NOTES,NOTES.2,NOTES.3,NOTES.4,NOTES.5
52,2/24/2021,1,1,A,1.LG,LG,BR,RD,1A_LG_BR_RD,Y,7,.,.,.,0,.,.,.,.,150,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
53,2/24/2021,1,1,A,1.LG,LG,FG,BU,1A_LG_FG_BU,Y,24,.,.,.,0,.,.,.,.,135,35,65,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
54,2/25/2021,1,1,A,1.LG,LG,FG,BU_DOUBLE,1A_LG_FG_BU_DOUBLE,Y,21,.,.,.,0,.,BR,1,9,130,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
55,2/24/2021,1,1,A,1.LG,LG,FG,CL_RD,1A_LG_FG_CL_RD,Y,26,.,.,.,0,.,BE,1,13,170,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
56,2/24/2021,1,1,A,1.LG,LG,FG,OR,1A_LG_FG_OR,Y,18,.,.,.,0,.,.,.,.,120,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
57,2/24/2021,1,1,A,1.LG,LG,FG,PP,1A_LG_FG_PP,Y,12,.,.,.,0,.,BE,1,9,120,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
63,2/24/2021,1,1,A,1.LG,LG,FG,PP,1A_LG_FG_PP,Y,12,.,.,.,0,.,FG,2,13,120,30,70,2,.,.,.,Y,"NOT FG, CRYPTANTHA REMOVED",#N/A,#N/A,#N/A,#N/A
58,2/24/2021,1,1,A,1.LG,LG,FG,RD,1A_LG_FG_RD,Y,20,.,.,.,0,.,BE,2,5,160,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
59,2/24/2021,1,1,A,1.LG,LG,FG,RD,1A_LG_FG_RD,Y,20,.,.,.,0,.,TINY FB,1,2,160,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
60,2/25/2021,1,1,A,1.LG,LG,FG,RD_PP,1A_LG_FG_RD_PP,Y,11,.,.,.,0,.,BR,1,3,140,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
61,2/25/2021,1,1,A,1.LG,LG,FG,RD_PP,1A_LG_FG_RD_PP,Y,11,.,.,.,0,.,FB STARLIKE,1,2,140,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
62,2/25/2021,1,1,A,1.LG,LG,GR,RD,1A_LG_GR_RD,Y,19,.,.,.,0,.,.,.,.,150,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
100,2/24/2021,1,1,B,1.LG,LG,BE,BLK,1B_LG_BE_BLK,Y,12,.,.,.,0,.,GR,2,25,250,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
101,2/25/2021,1,1,B,1.LG,LG,BE,BLK_DOUBLE,1B_LG_BE_BLK_DOUBLE,Y,18,.,.,.,0,.,BE,1,12,280,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
102,2/25/2021,1,1,B,1.LG,LG,BE,BLK_DOUBLE,1B_LG_BE_BLK_DOUBLE,Y,18,.,.,.,0,.,CALLIANDRA,1,20,280,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
103,2/24/2021,1,1,B,1.LG,LG,BE,BU,1B_LG_BE_BU,Y,14,.,.,.,0,.,BE,5,18,250,90,5,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
104,2/24/2021,1,1,B,1.LG,LG,BE,BU,1B_LG_BE_BU,Y,14,.,.,.,0,.,GR,4,25,250,90,5,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
105,2/24/2021,1,1,B,1.LG,LG,BE,CL,1B_LG_BE_CL,Y,12,.,.,.,0,.,BE,3,11,250,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
106,2/25/2021,1,1,B,1.LG,LG,BE,CL_DOUBLE,1B_LG_BE_CL_DOUBLE,Y,22,.,.,.,0,.,BE,1,4,280,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
107,2/25/2021,1,1,B,1.LG,LG,BE,CL_DOUBLE,1B_LG_BE_CL_DOUBLE,Y,22,.,.,.,0,.,GR,1,20,280,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
108,2/24/2021,1,1,B,1.LG,LG,BE,OR,1B_LG_BE_OR,Y,17,.,.,.,0,.,.,.,.,240,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
109,2/25/2021,1,1,B,1.LG,LG,BE,OR_DOUBLE,1B_LG_BE_OR_DOUBLE,Y,5,.,.,.,0,.,.,.,.,170,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
110,2/25/2021,1,1,B,1.LG,LG,BE,OR_PP,1B_LG_BE_OR_PP,Y,7,.,.,.,0,.,.,.,.,170,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
111,2/24/2021,1,1,B,1.LG,LG,BE,PP,1B_LG_BE_PP,Y,7,.,.,.,0,.,FB LINEAR,1,3,240,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
112,2/24/2021,1,1,B,1.LG,LG,BE,PP,1B_LG_BE_PP,Y,7,.,.,.,0,.,GR,2,24,240,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
113,2/24/2021,1,1,B,1.LG,LG,BE,PP,1B_LG_BE_PP,Y,7,.,.,.,0,.,TINY FUZZ FB,1,2,240,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
114,2/24/2021,1,1,B,1.LG,LG,BE,RD,1B_LG_BE_RD,Y,10,.,.,.,0,.,FB LINEAR,2,3,210,5,95,2,.,.,.,Y,ABOUT 1.5 FT AWAY FROM LUNA,#N/A,#N/A,#N/A,#N/A
115,2/25/2021,1,1,B,1.LG,LG,FG,BLK_PP,1B_LG_FG_BLK_PP,Y,21,.,.,.,0,.,.,.,.,230,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
116,2/24/2021,1,1,B,1.LG,LG,FG,BU,1B_LG_FG_BU,Y,15,.,.,.,0,.,FB LINEAR,2,4,110,3,97,2,.,.,.,Y,ABOUT 1.5 FT AWAY FROM LUNA; SEEDBALL,#N/A,#N/A,#N/A,#N/A
117,2/25/2021,1,1,B,1.LG,LG,FG,BU_PP,1B_LG_FG_BU_PP,Y,11,.,.,.,0,.,TINY CLUB,1,3,185,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
118,2/24/2021,1,1,B,1.LG,LG,FG,OR,1B_LG_FG_OR,Y,7,.,.,.,0,.,FB LINEAR,1,5,210,5,95,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
119,2/24/2021,1,1,B,1.LG,LG,FG,PP,1B_LG_FG_PP,Y,17,.,.,.,0,.,FB LINEAR,1,7,210,5,95,2,.,.,.,Y,ABOUT 1.5 FT AWAY FROM LUNA,#N/A,#N/A,#N/A,#N/A
120,2/24/2021,1,1,B,1.LG,LG,FG,RD,1B_LG_FG_RD,Y,5,.,.,.,0,.,GR,12,32,220,5,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
121,2/25/2021,1,1,B,1.LG,LG,GR,BLK,1B_LG_GR_BLK,Y,18,.,.,.,0,.,GR,3,20,180,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
122,2/25/2021,1,1,B,1.LG,LG,GR,BLK,1B_LG_GR_BLK,Y,18,.,.,.,0,.,TINY FB,1,1,180,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
123,2/25/2021,1,1,B,1.LG,LG,GR,BLK_RD,1B_LG_GR_BLK_RD,Y,16,.,.,.,0,.,BE,2,6,170,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
124,2/25/2021,1,1,B,1.LG,LG,GR,BLK_RD,1B_LG_GR_BLK_RD,Y,16,.,.,.,0,.,GR,3,15,170,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
125,2/25/2021,1,1,B,1.LG,LG,GR,BLK_RD,1B_LG_GR_BLK_RD,Y,16,.,.,.,0,.,TINY FB,1,2,170,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
126,2/25/2021,1,1,B,1.LG,LG,GR,BU,1B_LG_GR_BU,Y,9,.,.,.,0,.,GR,7,7,135,2,98,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
127,2/25/2021,1,1,B,1.LG,LG,GR,BU,1B_LG_GR_BU,Y,9,.,.,.,0,.,TINY FB,1,1,135,2,98,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
128,2/25/2021,1,1,B,1.LG,LG,GR,BU_CL,1B_LG_GR_BU_CL,Y,18,.,.,.,0,.,FUZZY CUP,1,2,280,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
129,2/25/2021,1,1,B,1.LG,LG,GR,BU_CL,1B_LG_GR_BU_CL,Y,18,.,.,.,0,.,GR,3,15,280,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
130,2/25/2021,1,1,B,1.LG,LG,GR,CL,1B_LG_GR_CL,Y,19,.,.,.,0,.,GR,5,18,180,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
131,2/25/2021,1,1,B,1.LG,LG,GR,OR,1B_LG_GR_OR,Y,14,.,.,.,0,.,BE,1,3,195,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
132,2/25/2021,1,1,B,1.LG,LG,GR,OR,1B_LG_GR_OR,Y,14,.,.,.,0,.,GR,3,12,195,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
133,2/25/2021,1,1,B,1.LG,LG,GR,OR,1B_LG_GR_OR,Y,14,.,.,.,0,.,TINY CLUB,1,3,195,85,15,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
134,2/25/2021,1,1,B,1.LG,LG,GR,OR_BU,1B_LG_GR_OR_BU,Y,23,.,.,.,0,.,GR,3,20,250,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
135,2/25/2021,1,1,B,1.LG,LG,GR,PP,1B_LG_GR_PP,Y,10,.,.,.,0,.,BE,1,4,140,5,95,2,.,.,.,Y,SEEDBALL,#N/A,#N/A,#N/A,#N/A
136,2/25/2021,1,1,B,1.LG,LG,GR,RD,1B_LG_GR_RD,Y,30,.,.,.,0,.,.,.,.,140,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
171,2/24/2021,1,1,C,1.LG,LG,BE,BLK,1C_LG_BE_BLK,Y,17,.,.,.,0,.,FG,1,9,600,95,5,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
172,2/24/2021,1,1,C,1.LG,LG,BE,BLK,1C_LG_BE_BLK,Y,17,.,.,.,0,.,FUZZY CUP,1,4,600,95,5,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
173,2/24/2021,1,1,C,1.LG,LG,BE,BLK_OR,1C_LG_BE_BLK_OR,Y,17,.,.,.,0,.,BE,2,13,600,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
174,2/24/2021,1,1,C,1.LG,LG,BE,BLK_OR,1C_LG_BE_BLK_OR,Y,17,.,.,.,0,.,GR,2,21,600,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
175,2/24/2021,1,1,C,1.LG,LG,BE,BU,1C_LG_BE_BU,Y,8,.,.,.,0,.,.,.,.,230,3,97,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
176,2/24/2021,1,1,C,1.LG,LG,BE,CL,1C_LG_BE_CL,Y,12,.,.,.,0,.,GR,1,30,600,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
177,2/24/2021,1,1,C,1.LG,LG,BE,OR,1C_LG_BE_OR,Y,18,.,.,.,0,.,SAIB,1,8,130,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
178,2/24/2021,1,1,C,1.LG,LG,BE,OR,1C_LG_BE_OR,Y,18,.,.,.,0,.,TINY FB,2,1,130,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
179,2/25/2021,1,1,C,1.LG,LG,BE,OR_PP,1C_LG_BE_OR_PP,Y,15,.,.,.,0,.,.,.,.,225,90,10,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
180,2/25/2021,1,1,C,1.LG,LG,BE,OR_PP,1C_LG_BE_OR_PP,Y,10,.,.,.,0,.,.,.,.,130,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
181,2/24/2021,1,1,C,1.LG,LG,BE,PP,1C_LG_BE_PP,Y,32,.,.,.,0,.,.,.,.,130,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
182,2/24/2021,1,1,C,1.LG,LG,BE,RD,1C_LG_BE_RD,Y,11,.,.,.,0,.,.,.,.,175,70,30,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
183,2/25/2021,1,1,C,1.LG,LG,BE,RD_DOUBLE,1C_LG_BE_RD_DOUBLE,Y,8,.,.,.,0,.,FG?,1,36,115,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
184,2/24/2021,1,1,C,1.LG,LG,BR,RD,1C_LG_BR_RD,Y,2,.,.,.,0,.,.,.,.,230,3,97,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
185,2/24/2021,1,1,C,1.LG,LG,FG,BLK,1C_LG_FG_BLK,Y,18,.,.,.,0,.,FG,1,6,135,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
186,2/24/2021,1,1,C,1.LG,LG,FG,BU,1C_LG_FG_BU,Y,7,.,.,.,0,.,.,.,.,155,30,70,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
187,2/24/2021,1,1,C,1.LG,LG,FG,CL,1C_LG_FG_CL,Y,10,.,.,.,0,.,BE,3,8,600,60,40,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
188,2/24/2021,1,1,C,1.LG,LG,FG,CL,1C_LG_FG_CL,Y,10,.,.,.,0,.,FG,1,6,600,60,40,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
189,2/24/2021,1,1,C,1.LG,LG,FG,OR,1C_LG_FG_OR,Y,14,.,.,.,0,.,BE,1,12,600,40,60,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
190,2/24/2021,1,1,C,1.LG,LG,FG,OR,1C_LG_FG_OR,Y,14,.,.,.,0,.,FG,1,10,600,40,60,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
191,2/24/2021,1,1,C,1.LG,LG,FG,OR,1C_LG_FG_OR,Y,14,.,.,.,0,.,GR,1,15,600,40,60,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
192,2/24/2021,1,1,C,1.LG,LG,FG,OR,1C_LG_FG_OR,Y,14,.,.,.,0,.,TINY CLUB,1,2,600,40,60,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
193,2/24/2021,1,1,C,1.LG,LG,FG,PP,1C_LG_FG_PP,Y,10,.,.,.,0,.,FG,2,8,110,2,98,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
196,2/24/2021,1,1,C,1.LG,LG,FG,RD,1C_LG_FG_RD,Y,22,.,.,.,0,.,BE,1,15,110,25,75,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
197,2/24/2021,1,1,C,1.LG,LG,FG,RD,1C_LG_FG_RD,Y,22,.,.,.,0,.,GR,2,20,110,25,75,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
198,2/25/2021,1,1,C,1.LG,LG,FG,RD_OR,1C_LG_FG_RD_OR,Y,18,.,.,.,0,.,BE,.,.,150,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
199,2/25/2021,1,1,C,1.LG,LG,GR,BLK,1C_LG_GR_BLK,Y,35,.,.,.,0,.,GR,3,19,600,95,5,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
200,2/25/2021,1,1,C,1.LG,LG,GR,BU,1C_LG_GR_BU,Y,20,.,.,.,0,.,BE,1,4,600,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
201,2/25/2021,1,1,C,1.LG,LG,GR,BU_OR,1C_LG_GR_BU_OR,Y,25,.,.,.,0,.,BE,1,10,100,5,95,2,.,.,.,Y,IN ROCK CREVACE,#N/A,#N/A,#N/A,#N/A
202,2/25/2021,1,1,C,1.LG,LG,GR,CL,1C_LG_GR_CL,Y,10,.,.,.,0,.,GR,3,13,600,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
203,2/25/2021,1,1,C,1.LG,LG,GR,OR,1C_LG_GR_OR,Y,15,.,.,.,0,.,FG SM?,1,5,130,10,90,2,.,.,.,Y,neighbor might not be fg,#N/A,#N/A,#N/A,#N/A
204,2/25/2021,1,1,C,1.LG,LG,GR,OR,1C_LG_GR_OR,Y,15,.,.,.,0,.,GR,2,18,130,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
205,2/25/2021,1,1,C,1.LG,LG,GR,PP,1C_LG_GR_PP,Y,10,.,.,.,0,.,GR,4,12,145,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
206,2/25/2021,1,1,C,1.LG,LG,GR,PP,1C_LG_GR_PP,Y,10,.,.,.,0,.,TINY FB,2,2,145,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
207,2/25/2021,1,1,C,1.LG,LG,GR,RD,1C_LG_GR_RD,Y,32,.,.,.,0,.,BE,1,10,120,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
208,2/25/2021,1,1,C,1.LG,LG,GR,RD_PP,1C_LG_GR_RD_PP,Y,9,.,.,.,0,.,GR,1,7,1300,3,97,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
209,2/24/2021,1,2,A,2.CTRL,CTRL,BE,BLK,2A_CTRL_BE_BLK,Y,10,.,.,.,0,.,BE,1,2,200,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
210,2/27/2021,1,2,A,2.CTRL,CTRL,BE,BLK_DOUBLE,2A_CTRL_BE_BLK_DOUBLE,Y,10,.,.,.,0,.,.,.,.,290,90,10,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
212,2/24/2021,1,2,A,2.CTRL,CTRL,BE,BU,2A_CTRL_BE_BU,Y,12,.,.,.,0,.,.,.,.,210,30,70,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
213,2/24/2021,1,2,A,2.CTRL,CTRL,BE,CL,2A_CTRL_BE_CL,Y,9,.,.,.,0,.,GR,2,20,240,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
216,2/24/2021,1,2,A,2.CTRL,CTRL,BE,OR,2A_CTRL_BE_PR,Y,16,.,.,.,0,.,.,.,.,235,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
211,2/24/2021,1,2,A,2.CTRL,CTRL,BE,OR_BLK,2A_CTRL_BE_OR_BLK,Y,11,.,.,.,0,.,GR,2,20,240,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
214,2/27/2021,1,2,A,2.CTRL,CTRL,BE,OR_DOUBLE,2A_CTRL_BE_OR_DOUBLE,Y,13,.,.,.,0,.,GR,3,15,280,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
215,2/24/2021,1,2,A,2.CTRL,CTRL,BE,PP_DOUBLE,2A_CTRL_BE_PP_DOUBLE,Y,7,.,.,.,0,.,GR,1,23,230,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
217,2/24/2021,1,2,A,2.CTRL,CTRL,BE,RD,2A_CTRL_BE_RD,Y,9,.,.,.,0,.,FG,1,15,285,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
218,2/24/2021,1,2,A,2.CTRL,CTRL,BE,RD,2A_CTRL_BE_RD,Y,9,.,.,.,0,.,GR,1,17,285,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
219,2/27/2021,1,2,A,2.CTRL,CTRL,BR,RD_OR,2A_CTRL_BR_RD_OR,Y,2,.,.,.,0,.,.,.,.,170,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
220,2/24/2021,1,2,A,2.CTRL,CTRL,FG,BLK,2A_CTRL_FG_BLK,Y,17,.,.,.,0,.,FUZZY CUP,1,3,240,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
221,2/24/2021,1,2,A,2.CTRL,CTRL,FG,BU,2A_CTRL_FG_BU,Y,17,.,.,.,0,.,.,.,.,210,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
222,2/24/2021,1,2,A,2.CTRL,CTRL,FG,CL,2A_CTRL_FG_CL,Y,20,.,.,.,0,.,.,.,.,240,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
223,2/24/2021,1,2,A,2.CTRL,CTRL,FG,OR,2A_CTRL_FG_OR,Y,15,.,.,.,0,.,FG,4,15,260,20,80,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
224,2/24/2021,1,2,A,2.CTRL,CTRL,FG,OR_BLK,2A_CTRL_FG_OR_BLK,Y,30,.,.,.,0,.,GR,2,18,290,40,60,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
225,2/27/2021,1,2,A,2.CTRL,CTRL,FG,OR_DOUBLE,2A_CTRL_FG_OR_DOUBLE,Y,24,.,.,.,0,.,CALLIANDRA,1,80,230,50,50,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
226,2/27/2021,1,2,A,2.CTRL,CTRL,FG,OR_DOUBLE,2A_CTRL_FG_OR_DOUBLE,Y,24,.,.,.,0,.,FG,4,22,230,50,50,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
227,2/24/2021,1,2,A,2.CTRL,CTRL,FG,PP,2A_CTRL_FG_PP,Y,15,.,.,.,0,.,FG,1,10,285,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
228,2/24/2021,1,2,A,2.CTRL,CTRL,FG,RD,2A_CTRL_FG_RD,Y,11,.,.,.,0,.,.,.,.,285,25,75,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
229,2/27/2021,1,2,A,2.CTRL,CTRL,GR,BLK,2A_CTRL_GR_BLK,Y,26,.,.,.,0,.,.,.,.,230,80,20,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
230,2/27/2021,1,2,A,2.CTRL,CTRL,GR,BU,2A_CTRL_GR_BU,Y,18,.,.,.,0,.,GR,4,15,230,30,70,10,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
231,2/27/2021,1,2,A,2.CTRL,CTRL,GR,BU,2A_CTRL_GR_BU,Y,18,.,.,.,0,.,OCOTILLO,1,81,230,30,70,10,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
232,2/27/2021,1,2,A,2.CTRL,CTRL,GR,CL,2A_CTRL_GR_CL,Y,28,.,.,.,0,.,GR,3,25,230,50,50,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
233,2/27/2021,1,2,A,2.CTRL,CTRL,GR,OR,2A_CTRL_GR_OR,Y,16,.,.,.,0,.,FG,1,10,230,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
234,2/27/2021,1,2,A,2.CTRL,CTRL,GR,OR,2A_CTRL_GR_OR,Y,16,.,.,.,0,.,GR,1,11,230,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
235,2/27/2021,1,2,A,2.CTRL,CTRL,GR,OR_PP,2A_CTRL_GR_OR_PP,Y,22,.,.,.,0,.,GR,1,23,280,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
236,2/27/2021,1,2,A,2.CTRL,CTRL,GR,OR_PP,2A_CTRL_GR_OR_PP,Y,22,.,.,.,0,.,LINEAR SUCCULENT FB,1,8,280,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
237,2/27/2021,1,2,A,2.CTRL,CTRL,GR,PP,2A_CTRL_GR_PP,Y,17,.,.,.,0,.,FG,1,8,230,70,30,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
238,2/27/2021,1,2,A,2.CTRL,CTRL,GR,PP_RD,2A_CTRL_GR_PP_RD,Y,17,.,.,.,0,.,GR,8,15,280,80,20,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
239,2/27/2021,1,2,A,2.CTRL,CTRL,GR,RD,2A_CTRL_GR_RD,Y,21,.,.,.,0,.,FG,1,11,220,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
240,2/27/2021,1,2,A,2.CTRL,CTRL,GR,RD_BLK,2A_CTRL_GR_RD_BLK,Y,22,.,.,.,0,.,BE,1,9,280,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
241,2/27/2021,1,2,A,2.CTRL,CTRL,GR,RD_BLK,2A_CTRL_GR_RD_BLK,Y,22,.,.,.,0,.,GR,2,24,280,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
242,2/24/2021,1,2,B,2.CTRL,CTRL,FG,BLK,2B_CTRL_FG_BLK,Y,22,.,.,.,0,.,FG,1,28,235,95,5,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
243,2/24/2021,1,2,B,2.CTRL,CTRL,FG,BLK,2B_CTRL_FG_BLK,Y,22,.,.,.,0,.,GR,8,25,235,95,5,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
244,2/27/2021,1,2,B,2.CTRL,CTRL,FG,BLK_DOUBLE,2B_CTRL_FG_BLK_DOUBLE,Y,22,.,.,.,0,.,GR,11,16,260,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
245,2/24/2021,1,2,B,2.CTRL,CTRL,FG,BU,2B_CTRL_FG_BU,Y,9,.,.,.,0,.,FB SPAT,1,2,220,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
246,2/24/2021,1,2,B,2.CTRL,CTRL,FG,BU,2B_CTRL_FG_BU,Y,9,.,.,.,0,.,FG,1,19,220,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
247,2/24/2021,1,2,B,2.CTRL,CTRL,FG,BU,2B_CTRL_FG_BU,Y,9,.,.,.,0,.,GR,9,18,220,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
248,2/24/2021,1,2,B,2.CTRL,CTRL,FG,CL,2B_CTRL_FG_CL,Y,25,.,.,.,0,.,FG,4,18,210,70,30,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
249,2/24/2021,1,2,B,2.CTRL,CTRL,FG,CL,2B_CTRL_FG_CL,Y,25,.,.,.,0,.,GR,9,20,210,70,30,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
250,2/24/2021,1,2,B,2.CTRL,CTRL,FG,OR,2B_CTRL_FG_OR,Y,10,.,.,.,0,.,FG,4,10,170,95,5,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
